,index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
2101,741,John Doran on Fixing a Broken Development Process,J. Jung,Security Industry,IEEE Software,29 Nov 2018,2018,35,6,77,80,"In this excerpt from Episode 332 of Software Engineering Radio, host Jeremy Jung talks with guest John Doran about his experiences repairing the engineering process at Phorest, a Dublin-based company that books appointments in the hair and beauty salon industry. In this excerpt, Doran discusses how technical debt threatened to sink the company, how the company diagnosed the problems, and how it fixed them by changing technology, process, and culture. To hear the full interview, visit http://www.se-radio.net or access our archives via RSS at http://feeds.feedburner.com/se-radio.",1937-4194,,10.1109/MS.2018.4321233,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8552646,John Doran;Phorest;technical debt;continuous integration;CI;software engineering;software development;Software Engineering Radio,Interviews;Software development;Software engineering,software engineering,broken development process;technical debt;Dublin-based company;Phorest;engineering process;Software Engineering Radio,,,,0.0,,29 Nov 2018,,,IEEE,IEEE Magazines
2102,742,Collaborative Modeling in Software Engineering,H. Muccini; J. Bosch; A. van der Hoek,"University of L’Aquila; Chalmers University of Technology; University of California, Irvine",IEEE Software,29 Nov 2018,2018,35,6,20,24,"The topic of collaborative modeling has long been relevant in software. Collaborative facilities are part and parcel of modeling tools, and every day hundreds of thousands of developers engage in collaborative modeling of some sort. This theme issue contains four articles spanning a variety of areas in collaborative modeling. The first article offers a somewhat classic approach to handling collaborative-design conflicts. The second one addresses securely sharing only parts of a collaborative model. The third discusses whether distance still matters in collaborative design. The fourth introduces a timely approach to collaborative modeling through chatbots.",1937-4194,,10.1109/MS.2018.4321244,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8552641,collaborative modeling;collaborative software engineering;collaborative design;chatbots;social networks;software engineering;software development,Special issues and sections;Software engineering;Software development;Collaborative software,,,,,,9.0,,29 Nov 2018,,,IEEE,IEEE Magazines
2103,743,50 Years of Software Engineering,H. Erdogmus; N. Medvidović; F. Paulisch,Carnegie Mellon University; University of Southern California; Siemens Healthineers,IEEE Software,27 Sep 2018,2018,35,5,20,24,"This theme issue on software engineering’s 50th anniversary presents a range of contributions—from pioneers and well-established software engineers, to younger contributors whose imprint on the field is perhaps yet to come. These contributions come in a variety of formats that provide a balanced look at our field’s past, present, and likely future. The topics include both timeless ideas that appeared to fade for a while, only to pop up again in a new incarnation, and entirely new paradigms that have disrupted the field.",1937-4194,,10.1109/MS.2018.3571240,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8474511,software engineering;software development,Special issues and sections;Software engineering;History;IEEE publishing,,,,1.0,,7.0,,27 Sep 2018,,,IEEE,IEEE Magazines
2104,744,Ben Sigelman on Distributed Tracing [Software Engineering Radio],R. Blumen,,IEEE Software,14 Jan 2019,2019,36,1,98,101,"We bring you this month one of my own shows, Software Engineering Radio Episode 337, featuring guest Ben Sigelman. Sigelman is the cofounder and chief executive officer of LightStep, where he is building reliability management software, and a coauthor of the OpenTracing project. We discuss tracing in general and distributed tracing, which involves the propagation of tracing across process boundaries in a distributed system. The discussion covers the basics of tracing, how distributed tracing is different, the instrumentation required to collect tracing data, what is collected and how, where the data go, and use cases for the data itself, including monitoring, analytics, and capacity planning. The excerpt presented here contains about one half of the interview, with the remaining half available for download from our website or via RSS.",1937-4194,,10.1109/MS.2018.2880598,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8611462,,Interviews;Software engineering;Distributed databases;Reliability engineering,,,,,,0.0,,14 Jan 2019,,,IEEE,IEEE Magazines
2105,745,Release Engineering 3.0,B. Adams; S. Bellomo; C. Bird; B. Debić; F. Khomh; K. Moir; J. O’Duinn,Polytechnique Montreal; Software Engineering Institute; Microsoft; Google; Polytechnique Montreal; Mozilla; CivicActions.com,IEEE Software,12 Mar 2018,2018,35,2,22,25,"This theme issue aims to stimulate industry practitioners and researchers to reflect on what future release-engineering practices and tools could look like and how they could evolve out of more-advanced forms of current release engineering. Each of the four articles in this issue highlights a different facet of release engineering, with two articles focusing on fundamental technologies and practices and two articles discussing new application domains.",1937-4194,,10.1109/MS.2018.1661327,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8314150,release engineering;continuous experimentation;build systems;continuous delivery;over-the-air software updates;swarm robots;software engineering;software development,Special issues and sections;Software engineering;Product life cycle management;Software development management,,,,2.0,,1.0,,12 Mar 2018,,,IEEE,IEEE Magazines
2106,746,"Gender, Sentiment and Emotions, and Safety-Critical Systems",J. Carver; R. Capilla; B. Penzenstadler; A. Serebrenik; A. Valdezate,"University of Alabama; Rey Juan Carlos University of Madrid; California State University, Long Beach; Eindhoven University of Technology; Ibermática and Rey Juan Carlos University of Madrid",IEEE Software,29 Nov 2018,2018,35,6,16,19,This issue’s article reports from the 40th International Conference on Software Engineering (ICSE 18) and the 17th International Conference on Software Reuse (ICSR 18). The ICSE papers focus on sociotechnical issues related to gender and sentiment or emotion. The ICSR paper focuses on safety-critical systems.,1937-4194,,10.1109/MS.2018.4321243,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8552648,40th International Conference on Software Engineering;17th International Conference on Software Reuse;gender;gender stereotypes;GenderMag;sentiment;sentiment analysis;Stack Overflow;Senti4SD;software product lines;SPL;software product line engineering;SPLE;variability management;safety-critical systems;software engineering education;software reuse;software development;software engineering;Practitioners’ Digest,,,,,1.0,,,,29 Nov 2018,,,IEEE,IEEE Magazines
2107,747,Nate Taggart on Serverless,K. Bhatia,BCG Digital Ventures,IEEE Software,6 Jul 2018,2018,35,4,101,104,"In this excerpt from Software Engineering Radio, Nate Taggart, cofounder and CEO of Stackery, discusses serverless—the ability to purchase function as a service in which the cloud provider assumes responsibility for providing a server and an execution environment on demand to run a piece of code. To hear the full interview, visit www.se-radio.net or access our archives via RSS at feeds.feedburner.com/se-radio.",1937-4194,,10.1109/MS.2018.2801544,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405632,Nate Taggart;serverless;Software Engineering Radio;software engineering;software development,Software engineering;Computational modeling;FAA,,,,1.0,,,,6 Jul 2018,,,IEEE,IEEE Magazines
2108,748,Being a Software Developer,D. Spinellis,Athens University of Economics and Business,IEEE Software,6 Jul 2018,2018,35,4,4,7,"If you want to be a professional developer, you'll need to continuously invest substantial time to acquire highly specialized knowledge and develop diverse cognitive and interpersonal skills. A university can kindle your passion and provide incentives to expand your horizons, and your employer may support specialized training. But in the end, becoming a professional software developer is your decision and responsibility.",1937-4194,,10.1109/MS.2018.2801555,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8405631,professional development;career development;job skills;From the Editor;software engineering;software development,,cognition;professional aspects;software engineering,interpersonal skills;specialized training;professional software developer;software developer;cognitive skills;knowledge acquisition,,1.0,,1.0,,6 Jul 2018,,,IEEE,IEEE Magazines
2109,749,The Challenges and Practices of Release Engineering,D. Spinellis,Athens University of Economics and Business,IEEE Software,12 Mar 2018,2018,35,2,4,7,"Release-engineering teams are responsible for building and delivering software to the customer and for enabling its development on an industrial scale. This has always been a tall order. In modern software development, a number of factors make release engineering even more challenging. Thankfully, following a handful of established practices lets us address these challenges and deliver software reliably, dependably, and efficiently.",1937-4194,,10.1109/MS.2018.1661312,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8314162,release engineering;software engineering;software development;From the Editor,,software development management;software engineering;software reliability,release-engineering teams;industrial scale;modern software development,,,,3.0,,12 Mar 2018,,,IEEE,IEEE Magazines
2110,750,Complexity: Let's Not Make This Complicated,A. Hindle,,IEEE Software,21 Feb 2019,2019,36,2,130,132,"This article discusses the simplicity in agile software, the relationship between architectural patterns and complexity, the value of simplicity in software engineering research, and why we should refer to the formerly perceived complexity in software as complicated software. Complex software in software engineering typically refers to complicated code. Most measures of complexity are measures of information content in the code, whether it is McCabe's cyclomatic complexity measuring branching or Halstead's volume measuring the information within a block of code- Halstead's volume is very similar to the entropy of tokens multiplied by the number of tokens in a code block.",1937-4194,,10.1109/MS.2018.2883875,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8648275,,Software engineering;Complexity theory;Software design,software architecture;software prototyping;source code (software),entropy;code block;Halstead's volume;McCabe's cyclomatic complexity;software engineering;complicated software;perceived complexity;software engineering research;architectural patterns;architectural complexity;agile software,,,,5.0,,21 Feb 2019,,,IEEE,IEEE Magazines
