"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Applying Fourth Order Partial Differential Equation to Steady Incompressible Flow","S. Zhu; C. Li","Sch. of Water Conservancy & Civil Eng., Northeast Agric. Univ., Harbin, China; Sch. of Water Conservancy & Civil Eng., Northeast Agric. Univ., Harbin, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","3","According to steady 2D laminar stream-function vorticity equations, the fourth order partial differential equation was derived. As a governing equation, it was applied to cavity flow and sudden expansion flow. The results of computing tally with related references. It was proved that the fourth order partial differential equation is suitable for the flows and can be used to solve more complex flow.","","978-1-4244-4507-3","10.1109/CISE.2009.5363683","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363683","","Partial differential equations;Differential equations;Navier-Stokes equations;Boundary conditions;Water conservation;Civil engineering;Mathematical model;Hydrodynamics;Computational modeling","compressible flow;laminar flow;partial differential equations;vortices","fourth order partial differential equation;steady incompressible flow;2D laminar stream-function vorticity equations;governing equation;cavity flow;expansion flow","","","","5","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Symmetric Construction of Biorthogonal Multiwavelets with Short Sequences","Y. Cen; L. Cen; X. Chen","Inst. of Inf. Sci., Beijing Jiao Tong Univ., Beijing, China; Dept. of Autom., Shanghai Jiao Tong Univ., Shanghai, China; Dept. of Autom., Xiamen Univ., Xiamen, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","This paper presents a novel approach for constructing symmetric compactly supported biorthogonal multiwavelets with short sequences. Starting from the symmetric properties of scaling and wavelet functions, parameterized symmetric forms of the polyphase matrices can be derived, which greatly simplify the construction problem of compactly supported biorthogonal multiwavelets. Moreover, according to the perfect reconstruction matrix equations, the parameters of polyphase matrices can be reduced, which finally leads to our proposed algorithm for the construction of symmetric compactly supported biorthogonal multiwavelets with short sequences.","","978-1-4244-4507-3","10.1109/CISE.2009.5363862","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363862","","Symmetric matrices;Helium;Equations;Information science;Automation;Low pass filters;Paper technology;Fractals;Interpolation","high-pass filters;matrix algebra;sequences;wavelet transforms","biorthogonal multiwavelets;polyphase matrices;reconstruction matrix equation;high-pass filter sequences","","","","8","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Discrete PSO for Partitioning in VLSI Circuit","S. Peng; G. Chen; W. Guo","Coll. of Math. & Comput. Sci., Fuzhou Univ., Fuzhou, China; Coll. of Math. & Comput. Sci., Fuzhou Univ., Fuzhou, China; Coll. of Math. & Comput. Sci., Fuzhou Univ., Fuzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Circuit partitioning is a critical step in the physical design of Very Large Scale Integrated (VLSI) circuits. The interest in finding an optimal partitioning especially in VLSI design has been a hot issue in recent years. In VLSI circuit partitioning, the problem of obtaining a minimum cut is of prime importance. In this paper, a discrete Particle Swarm Optimization (DPSO) algorithm is proposed for the optimization of VLSI intercomnection (netlist) bipartition. Meanwhile, the corresponding evaluation function and the operators of crossover and mutation are designed. The algorithm is implemented to test ISCAS89 benchmark circuits. Compared with the traditional genetic algorithm (GA) with the same evaluation function and the same genetic operators concerned above, partitioning results by DPSO algorithm is markedly improved.","","978-1-4244-4507-3","10.1109/CISE.2009.5364339","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364339","","Very large scale integration;Partitioning algorithms;Iterative algorithms;Clustering algorithms;Particle swarm optimization;Circuit testing;Genetic algorithms;Convergence;Mathematics;Integrated circuit interconnections","circuit optimisation;integrated circuit design;VLSI","discrete PSO;VLSI circuit partitioning;very large scale integrated circuits;optimal partitioning;discrete particle swarm optimization;VLSI intercomnection bipartition;test ISCAS89 benchmark circuits","","5","","16","","28 Dec 2009","","","IEEE","IEEE Conferences"
"The Effect of Vug Density on Fluid Flow","Z. Lu; J. Yao","NA; China Univ. of Pet., Qindao, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Fractured vuggy reservoirs have long been observed. A thorough understanding of the variability and fluid flow in fractured vuggy carbonates is lacking. Classical theories of fluid flow are not applicable for highly heterogeneous carbonates. Therefore, it is necessary to conduct research on this type of carbonate which is found in many petroleum reservoirs. Single-phase flow in fractured vuggy media is studied by finite element method. The purpose of this study is to obtain phenomenological data (streamlines, velocity and pressure) during flow in a fractured vuggy media to better understand the effect of vug density on flow. Numerical simulation on fractured vuggy model with different vug density are suggested that gravitational impact on flow is more significant in vugs; in identical horizontal plane, velocity in vug is less than velocity in fracture; pressure drop between the both sides of model with bigger vug density is less.","","978-1-4244-4507-3","10.1109/CISE.2009.5366595","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366595","","Fluid flow;Permeability;Reservoirs;Petroleum;Magnetic cores;Streaming media;Mathematical model;Environmental economics;Fuel economy;Organisms","finite element analysis;flow through porous media;porous materials;reservoirs;rocks","vug density effect;fluid flow;fractured vuggy reservoirs;fractured vuggy carbonates;single-phase flow;finite element method;carbonate rocks;pore level heterogeneity","","1","","8","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Analysis of the Actuality and Obstacles of Organizational Learning Based on Knowledge Fermenting Theory","J. Sui; J. He; J. Yu","Dept. of Ind. Eng., Nankai Univ., Tianjin, China; Tianjin Electr. Power Corp., Tianjin, China; Dept. of Bus. Adm., Tianjin Univ., Tianjin, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","5","Based on knowledge fermenting theory, this paper analyzed the current situation and obstacles of organizational learning (OL) in its implementation process. Firstly, it analyzed the external driving force and the internal driving force of OL from the angle of knowledge enzyme. Secondly, it analyzed the knowledge source of OL from the concept of knowledge sourdough and knowledge matrix. Thirdly, the impact of various elements in the fermentation bar on OL is analyzed. Finally, it explored the contents and the technologies of OL. The correct assessment of the actuality make for bringing forward correct strategy for OL, therefore this paper would provide the useful reference for the smooth implementation of OL.","","978-1-4244-4507-3","10.1109/CISE.2009.5366774","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366774","","Biochemistry;Technological innovation;Industrial engineering;Helium;Assembly;Bonding;Bridges;Genetic programming;Decision making;Technology management","organisational aspects","knowledge fermenting theory;organizational learning;knowledge enzyme;knowledge sourdough;knowledge matrix","","","","6","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Modeling on the Five Elements Theory of Traditional Chinese Medicine Based on Predicate Logic Theory","W. Yun; C. Duan","Coll. of Comput. Sci., Inner Mongolia Univ., Hohhot, China; Coll. of Comput. Sci., Inner Mongolia Univ., Hohhot, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","The five elements theory is the cornerstone of traditional Chinese medicine (TCM). The traditional Chinese medicine theory system usually depends on the five elements theory in every domain. Predicate logic, which is used to model the five elements theory, could demonstrate that the five elements theory is scientific and its reasoning is strict. The predicate logic model which is established about the five elements theory in this paper could standardize medical records, reason strictly, and forecast the situation in practice. It also could manifest the integrity and logicality of the traditional Chinese medicine theory system. This model further promotes the digital process of the basic theory of traditional Chinese medicine (TCM).","","978-1-4244-4507-3","10.1109/CISE.2009.5366519","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366519","","Logic;Soil;Fires;Production;Mathematics;Educational institutions;Computer science;Partial response channels;Mathematical model;Humans","medicine","five elements theory;traditional Chinese medicine theory system;predicate logic theory","","1","","8","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Haar Wavelet Solution to Fredholm Equations","X. Lin; J. Leng; Y. Lu","Sch. of Appl. Math., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Appl. Math., Univ. of Electron. Sci. & Technol. of China, Chengdu, China; Sch. of Econ. & Manage., Univ. of Electron. Sci. & Technol. of China, Chengdu, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","An efficient algorithm for solving Fredholm systems is proposed with operational matrices of integration of Haar wavelets. Numerical experiments demonstrate that the approximate solutions obtained by the presented algorithm have wonderful agreement with the analytical solutions and tend to be more accurate with the increase of the order of the Haar wavelet.","","978-1-4244-4507-3","10.1109/CISE.2009.5364343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364343","","Signal processing algorithms;Integral equations;Function approximation;Mathematics;Technology management;Algorithm design and analysis;Wavelet analysis;Image coding;Image processing;Signal processing","Fredholm integral equations;Haar transforms;wavelet transforms","Haar wavelet solution;Fredholm equations;operational matrices","","1","","7","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Strong Convergence Theorems for Arbitrary Sequence Series of B-Valued Random Variables","X. Wang; H. Guo","Coll. of Sci., Hebei Univ. of Eng., Handan, China; Coll. of Sci., Hebei Univ. of Eng., Handan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","3","Based on martingale theory in Banach space, using the limit theorem of the B-valued martingale difference sequence, a strong limit theorem for arbitrary sequence series of B-valued random variables is obtained. In addition, according to Radon-Nikodym property of real number space, the main result of this paper contains some well known conclusions in the real number space.","","978-1-4244-4507-3","10.1109/CISE.2009.5365433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365433","","Convergence;Random variables;Educational institutions","Banach spaces;convergence;number theory;sequences;series (mathematics);stochastic processes","strong convergence theorem;arbitrary sequence series;B-valued random variables;martingale theory;Banach space;limit theorem;B-valued martingale difference sequence;Radon-Nikodym property;real number space","","","","9","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Area Air Traffic Flow Optimal Scheduling Under Uncertain Weather","S. Wang","Sch. of Comput. Sci., Sichuan Univ., Chengdu, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","In air traffic flow management (ATFM), flights delays are most often caused by weather events, which are stochastic in nature. In practice however, these stochastic obstacles are dealt with deterministic strategies, especially ground hold method. This means increasing delay or canceling flights. This paper presents a novel traffic assignment model considering uncertain weather in an air traffic network to improve the method. A generalized link travel time function is proposed to capture these effects, and base on this it derives concepts of reliability of link travel time to reflect flight delay range, in order to reach the goal of minimizing total delay and maximizing flights contained in the network, it proposed a multi-constrained nonlinear optimal scheduling model, and moreover, an modified gradient projection algorithm has been proposed to solve the mathematical model efficiently. Numerical experiments show the model has a significant improvement in comparison with multi-constrained ground holding strategy.","","978-1-4244-4507-3","10.1109/CISE.2009.5362839","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5362839","","Optimal scheduling;Traffic control;Telecommunication traffic;Delay effects;Stochastic processes;Airports;Mathematical model;Air traffic control;Air safety;Added delay","air traffic control;gradient methods;scheduling","area air traffic flow optimal scheduling;uncertain weather;air traffic flow management;flight delays;stochastic obstacles;ground hold method;air traffic network;generalized link travel time function;multiconstrained nonlinear optimal scheduling model;modified gradient projection algorithm","","1","","10","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Using AJAX to Optimize Web Services Performance","Z. Chen","Inf. Inst., YunNan Univ. of Finance & Econ., Kunming, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Web services now became a best technology in Internet for enterprise integrating distributed heterogeneous system and data-sharing. While soap message based on XML will bloat the size of the data and increase system overhead, the performance of Web services will depress greatly on high concurrent accessing. After studying the Web services transmission model, this paper use AJAX technology to improve the performance of Web services, several measures are provided to encapsulate soap message, such as JOSN, custom format and client parsing. At last a case shows the improvement the Web services performance and user experience on massive data and high concurrent accessing.","","978-1-4244-4507-3","10.1109/CISE.2009.5363575","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5363575","","Web services;Simple object access protocol;XML;Encoding;Access protocols;Distributed computing;Java;Finance;Web and internet services;Performance analysis","Java;Web services;XML","Web services transmission model;AJAX technology;Internet;distributed heterogeneous system;data sharing","","1","","9","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Research on Dam Breach of Tangjiashan Quake Lake","P. Li; S. Yang; N. Kang; S. -s. Wang","Nat. Digital Switching Syst. Eng. & Technol. R&D Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. R&D Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. R&D Center, Zhengzhou, China; Nat. Digital Switching Syst. Eng. & Technol. R&D Center, Zhengzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","This paper proposes a model of dam-breach problems for Tangjiashan quake lake which had been threatening to breach its dam and wash away people downstream. The proposed model utilizes the theories of flow dynamics and overflowing dam-break to solve the issues of discharge and expansion of the crevasse, and evolution of the dam-breach flow. The simulation results show that our model can perform close to the reality in terms of draining the Tangjiashan quake lake.","","978-1-4244-4507-3","10.1109/CISE.2009.5365576","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365576","","Lakes;Mathematical model;Sediments;Earthquakes;Terrain factors;Floods;Switching systems;Systems engineering and theory;Paper technology;Research and development","dams;flow simulation;hydrodynamics;lakes","Tangjiashan quake lake;dam-breach problems;flow dynamics;overflowing dam-break;dam-breach flow;flow simulation","","1","","4","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Necessary Conditions for Bilevel Multiobjective Programming Problems","Y. Liu","Fac. of Appl. Math., Guangdong Univ. of Technol., Guangzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","In this paper, the necessary conditions for bilevel multiobjective programming problems are discussed. Assuming the upper-level objective functions in bilevel multiobjective programming problems are differentiable, we give and prove its first-order necessary conditions of the weak (strong) minimizer by applying the concept and properties of the contingent epiderivative for set-valued maps. The obtained necessary conditions are formed by the gradients of the upper-level objective functions and the contingent epiderivative of the efficient points set for the lower-level problems of optimization.","","978-1-4244-4507-3","10.1109/CISE.2009.5366487","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366487","","Functional programming;Mathematical programming;Mathematics;Game theory;Decision making;Linear programming","mathematical programming;set theory","bilevel multiobjective programming problems;upper-level objective functions;contingent epiderivative;set-valued maps;lower-level optimization problems","","1","","14","","28 Dec 2009","","","IEEE","IEEE Conferences"
"An Optimizing Search Based on Kernel-Based Fuzzy C-Means Clustering","J. Lin; S. Zheng","Network Inf. Center, Fuzhou Univ., Fuzhou, China; Coll. of Math. & Comput. Sci., Fuzhou Univ., Fuzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","3","With the rapid growth of Internet, the network resource is increasing explosively. Information retrieval is one of main purposes as we browse Internet. At present, there are many retrieval methods and retrieval tools in information retrieval field, users can use all of these avenues to retrieve information. But how to increase the rapidity and precision has become the hotpot in this field. In this paper, an optimizing clustering search based on the research at present is presented. The algorithm of clustering is applied to the results which are returned by search engine, then modify the relevance of clustering results and query terms according to users' click through data, optimizing the query results.","","978-1-4244-4507-3","10.1109/CISE.2009.5365934","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365934","","Search engines;Information retrieval;Metasearch;Internet;Web search;Functional analysis;Pattern analysis;IP networks;Clustering algorithms;Educational institutions","fuzzy set theory;information retrieval;Internet;pattern clustering;search engines","Kernel based fuzzy C-means clustering;Internet;network resource;information retrieval;clustering search optimization;search engine;query terms-clustering results relevance","","1","","7","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Ro-Ro Terminal Business Process Based on RFID Technology","S. Liu; X. Xu","Dept. of Inf. Manage., Beijing Jiaotong Univ., Beijing, China; Dept. of Comput., China Center Radio & TV Univ., Beijing, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Currently, the Ro-ro transport is the most popular means of international motor transportation. A large quantity of Ro-ro terminals have been built in many Chinese ports to to promote the regional economy, more of them are under construction. The efficiency and effectiveness of Ro-ro terminals are to a large extent determined by the accessibility to information. Based on the project research, this paper has analysed the basic business process of the Ro-ro terminal as well as its acceleration effects generated by the RFID technology. Moreover, based on the RFID technology, the paper has designed the management information platform for Ro-ro terminal and clarified the primary procedures of Ro-ro operation in the information environment.","","978-1-4244-4507-3","10.1109/CISE.2009.5364056","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364056","","Radiofrequency identification;Logistics;Technology management;Business;Automobiles;Resource management;Information management;Acceleration;Costs;Environmental economics","radiofrequency identification;transportation","Ro-ro terminal business process;RFID technology;international motor transportation;regional economy;business process;management information platform;information environment","","","","6","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Numerical Simulation of Coal and Natural Gas Co-Combustion in a Rotary Lime Kiln with Different Types of Coal","J. Xie; Y. Li; S. Mei; Z. Zhang","Key Lab. of Silicate Mater. Sci. & Eng., Wuhan Univ. of Technol., Wuhan, China; Key Lab. of Silicate Mater. Sci. & Eng., Wuhan Univ. of Technol., Wuhan, China; Key Lab. of Silicate Mater. Sci. & Eng., Wuhan Univ. of Technol., Wuhan, China; Wulongquan Limestone Mine, Wuhan Iron & Steel Group Corp., Wuhan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","In order to improve the coal combustion condition, this essay based on an active lime rotary kiln in Wulongquan Limestone Mine of WISCO, focuses on the multifuel combustion of the coal together with natural gas by means of numerical simulation. To discuss the relationship of the flames with the coal composition, the cases with four different qualities of coal were compared. The gas phase is expressed with ¿-¿ two-equation turbulence model; the discrete phase with particle track model; the combustion with non-premixed model; and the radiation with PI radiation model. The results show that the volatile fraction content of coal has important impact on the early stage of the coal combustion; the natural gas burns out quickly to heat the coal and the gas flow.","","978-1-4244-4507-3","10.1109/CISE.2009.5365580","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365580","","Numerical simulation;Natural gas;Kilns;Combustion;Production;Fuels;Materials science and technology;Fires;Fluid flow;Slurries","coal;combustion;flow;kilns;natural gas technology;numerical analysis","numerical simulation;natural gas co-combustion;rotary lime kiln;coal combustion;Wulongquan Limestone Mine;WISCO;multifuel combustion;turbulence model;discrete phase;particle track model;PI radiation model;gas flow","","","","5","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Design and Realization of Data Compression in Real-Time Database","C. Zhen; B. Ren","Key Lab. of Condition Monitoring & Control for Power Plant Equip. Minist. of Educ., North China Electr. Power Univ., Baoding, China; Coll. of Comput. Sci. & Technol., North China Electr. Power Univ., Baoding, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","The structure of data compression in the real-time database has been introduced according to the historical data characteristic, the advantages and disadvantages of data compression algorithm in this paper. A new data compression algorithm based on universal LZ78 and LZW compression algorithm is proposed, the design and implementation of different types of data compression algorithm are presented, and the performance of the compression module has been tested.","","978-1-4244-4507-3","10.1109/CISE.2009.5366670","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366670","","Data compression;Databases;Real time systems;Algorithm design and analysis;Compression algorithms;Indexes;Space technology;Condition monitoring;Buffer storage;Laboratories","data compression;database management systems","data compression;real-time database;historical data characteristics;universal LZ78 compression;universal LZW compression","","5","","9","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Analyzing Agricultural Economy Data with Computational Intelligence Method","Y. Liu; H. Zhang","Coll. of Literature Law & Econ., Wuhan Univ. of Sci. &Technol., Wuhan, China; Dept. of Comput. Sci. & Technol., Wuhan Univ. of Sci. &Technol., Wuhan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","Computational intelligence, including mathematical modeling and statistical analysis, is always used in economy activities for quantitative analysis. For agriculture is so important that almost all states and regions pay special attention to its development. This paper collects China's 25 provinces agricultural fiscal support data and agriculture production cost data, analyzes the data with panel-data model, and then both 1dimensional and 2-dimensional clustering are utilized to scientifically classify these provinces into different kinds of agriculture-suitable regions. Consequently, based on this kind of quantitative analysis results about agricultural data, this paper proposes 3 kinds of agriculture development strategies.","","978-1-4244-4507-3","10.1109/CISE.2009.5366057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366057","","Data analysis;Computational intelligence;Agriculture;Mathematical model;Economic forecasting;Statistical analysis;Data models;Decision making;Educational institutions;Competitive intelligence","agriculture;data analysis;economics","agricultural economy data analysis;computational intelligence;mathematical modeling;statistical analysis;economy activities;quantitative analysis;agricultural fiscal support data;agriculture production cost data;panel-data model;1D clustering;2D clustering;scientific classifciation;agriculture development strategies","","","","10","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Parallel Image Registration with OpenMP and MPI","M. Jiang; L. Chen; J. Zhou; D. Wang; F. Tang","Dept. of Comput. Sci. & Eng., Yunnan Univ., Kunming, China; Dept. of Comput. Sci. & Eng., Yunnan Univ., Kunming, China; Dept. of Comput. Sci. & Eng., Yunnan Univ., Kunming, China; Dept. of Comput. Sci. & Eng., Yunnan Univ., Kunming, China; Dept. of Comput. Sci. & Eng., Yunnan Univ., Kunming, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","As the image size increases, most numerical approaches for image registration based on the pixel matrices computation will cost a large executing time, then one of the most efficient solving methods is parallel computing. In this paper, we discuss two parallel implementation methods to perform the PDE-based image registration computing. One is the multithreading process with OpenMP on a dual core computer, another is the data-block and multithreads processing with MPI and OpenMP on a 4 nodes cluster disposed by WCCS. Some experimental results show that these two methods can produce the large size image registration and reduce the computation complexity.","","978-1-4244-4507-3","10.1109/CISE.2009.5365325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5365325","","Image registration;Concurrent computing;Yarn;Multithreading;Pixel;Parallel processing;Personal communication networks;Registers;High performance computing;Computer science","image registration;message passing;multi-threading;open systems;partial differential equations","parallel image registration;OpenMP;MPI;pixel matrix;parallel computing;PDE-based image registration computing;multithreading;dual core computer;data block","","2","","6","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Study and Implementation on the Visualization System Based on Strata Information","H. Huang; Z. Li","Coll. of Sci., Wuhan Univ. of Technol., Wuhan, China; Coll. of Sci., Wuhan Univ. of Technol., Wuhan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","The technologies of geographic information system(GIS) and spatial information provide a new approach to solve complex problems in geotechnical engineering. This paper presents the design and the implementation of the geotechnical engineering information analysis and computation system (GIACS), in which the techniques of modeling for strata in three-dimensional space play an important role. In addition, a series of spatial analysis algorithms and techniques of the generation of multiple strata, the visualization expression of the strata, the real-time optimal adaptation of meshes, the expression of the body meshes of strata and the acquisition of the meshes of finite element method(FEM) are discussed. Based on the typical slope project in Longtan Hydropower Station, the model of three-dimensional strata founded on grid of multi-variant information is put forward. This study will make it possible for GIS to be successfully applied to geotechnical engineering and will give some useful references to the further researches.","","978-1-4244-4507-3","10.1109/CISE.2009.5366061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366061","","Visualization;Geographic Information Systems;Finite element methods;Educational institutions;Space technology;Design engineering;Hydroelectric power generation;Software systems;Skeleton;Geology","data visualisation;geographic information systems;geotechnical engineering;mesh generation;real-time systems","visualization system;strata information;geographic information system;spatial information;geotechnical engineering information analysis and computation system;spatial analysis algorithms;multiple strata;visualization expression;real-time optimal adaptation;body meshes;finite element method;Longtan Hydropower Station;multivariant information","","","","12","","28 Dec 2009","","","IEEE","IEEE Conferences"
"A Shortest Path Algorithm of Image Segmentation Based on Fuzzy-Rough Grid","J. Li; Y. Wei","Fac. of Mater. & Energy Source, Guangdong Univ. of Technol., Guangzhou, China; Fac. of Comput., Guangdong Univ. of Technol., Guangzhou, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","This paper studies a new fuzzy-rough sets theory, and proposes an approximation method which estimates fuzzy-roughly things in a certain range. According to this theory, the paper put forward a method parting fuzzy-roughly soft boundary grid. Based on the graph theory combined with the thoughts of the shortest path algorithm of watershed transformation, the paper puts forward a shortest path segmentation algorithm based on rough fuzzy grid, to each fuzzy-rough grid of the digital image is assigned to a shortest path. A shortest path algorithm to fully consider the relation between the positions of the grids, At the same time, this algorithm was used in the relationship between the size of mesh grid of path cost function, this would ensure the grid pixel values of similar to the same area of grid partition and the accuracy of the segmentation. It was applied in TCM tongue image segmentation experiment, the experimental results show that this method is fast, from the noise and the singularity of interference, image segmentation effect is good.","","978-1-4244-4507-3","10.1109/CISE.2009.5366240","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5366240","","Image segmentation;Tongue;Clustering algorithms;Fuzzy set theory;Data mining;Set theory;Partitioning algorithms;Muscles;Uncertainty;Approximation algorithms","fuzzy set theory;image segmentation","shortest path algorithm;image segmentation;fuzzy-rough sets theory;fuzzy-roughly soft boundary grid;digital image","","2","","10","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Improved Neural Network Model Application with Information Entropy","X. Ren; X. Li","Sch. of Econ. & Manage., Hebei Univ. of Eng., Handan, China; Modern Educ. Technol. Center, Hebei Univ. of Eng., Handan, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","The fourth party logistics (4PL) is a new logistics form and it's the result of professional and integrative logistics. The appraisal to the 4PL enterprise's core competence is imperative under the situation. The paper analyzed the 4PL enterprise's core competence, and established the index system of 4PL enterprise's core competence. On the basis of investigation about indexes of the 4PL enterprise's core competence, the paper established the improving neural network model with information entropy. Then, the paper applied information entropy to reduce index system, and found out more proper appraisal indexes of the 4PL enterprises. Then it used improved BP neural network model to appraise the 4PL enterprise's core competence. Via case analysis, proved this method's tangibility and validity to appraise the 4PL enterprise's core competence.","","978-1-4244-4507-3","10.1109/CISE.2009.5362990","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5362990","","Neural networks;Information entropy;Appraisal;Logistics;Optimized production technology;Engineering management;Educational products;Educational technology;Concrete;Coordinate measuring machines","backpropagation;entropy;logistics;neural nets","information entropy;fourth party logistics;professional logistics;integrative logistics;4PL enterprise core competence;index system;BP neural network;case analysis","","","","13","","28 Dec 2009","","","IEEE","IEEE Conferences"
"Parameter Estimations in Linear Regression Models with AR(2) Errors in Which the Parameters Have a Special Relationship","W. Xu; F. Liu; F. Li; H. Wu; X. Jin","Northeast Forestry Univ., Harbin, China; Northeast Forestry Univ., Harbin, China; Northeast Forestry Univ., Harbin, China; Northeast Forestry Univ., Harbin, China; Northeast Forestry Univ., Harbin, China","2009 International Conference on Computational Intelligence and Software Engineering","28 Dec 2009","2009","","","1","4","The purpose of this paper is to study parameters estimations in linear regression model with AR(2) errors ¿t = ¿1¿t-1 + ¿2¿t-2 - ¿t, t = 1, 2,¿, n in which the parameters have a special relationship ¿2 = ¿1 2. For the properties of variance-covariance matrix ¿ , This kind of models are transformed into the standard linear regression models without autocorrelation errors and apply the method of cycle generalized least squares (CGLS) to estimate parameters. Simulation results show that efficiency of CGLS method is superior over the method of generalized least squares (GLS) under mean square error criterion.","","978-1-4244-4507-3","10.1109/CISE.2009.5364199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5364199","","Parameter estimation;Linear regression;Least squares approximation;Autocorrelation;Least squares methods;Covariance matrix;Mean square error methods;Gaussian processes;Equations;Vectors","parameter estimation;regression analysis","parameter estimation;linear regression model;variance-covariance matrix;autocorrelation errors;cycle generalized least squares;mean square error criterion","","","","11","","28 Dec 2009","","","IEEE","IEEE Conferences"
