Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
47,"A Tahmaseb, R De Clerck, D Wismeijer","Computer-guided implant placement: 3D planning software, fixed intraoral reference points, and CAD/CAM technology. A case report.",2009,"GUIDED SURGERY AND …","core.ac.uk","https://core.ac.uk/download/pdf/15472859.pdf#page=83","https://scholar.google.com/scholar?cites=8996279106610004833&as_sdt=2005&sciodt=0,5&hl=en",52,"2021-05-11 13:43:02","PDF","","","",,,,,47,3.92,16,3,12,"The aim of this article is to explain the use of a computer-aided 3-dimensional planning protocol in combination with previously placed mini-implants and computer-aided design/computer-assisted manufacture (CAD/CAM) technology to restore a completely …"
70,"K Fu","Trustworthy medical device software",2011,"Public Health Effectiveness of the FDA","css.csail.mit.edu","http://css.csail.mit.edu/6.858/2014/readings/medical-sw.pdf","https://scholar.google.com/scholar?cites=18011663672870324559&as_sdt=2005&sciodt=0,5&hl=en",53,"2021-05-11 13:43:02","PDF","","","",,,,,70,7.00,70,1,10,"… techniques. Fortunately, mature technology is al- ready available to address common problems in medical device software, and that technology has been successful in other safety-critical industries such as avionics. Programming …"
574,"S Jansen, A Finkelstein…","A sense of community: A research agenda for software ecosystems",2009,"… Conference on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5070978/","https://scholar.google.com/scholar?cites=14454456867413646442&as_sdt=2005&sciodt=0,5&hl=en",54,"2021-05-11 13:43:02","","","","",,,,,574,47.83,191,3,12,"… Software Ecosys- tem: Understanding an Indispensable Technology and Indus- try. MIT Press, Cambridge, MA, USA, 2003 … Infor. Software Technology, 50(7-8):753–762, 2008. [8] I. van de Weerd, S. Brinkkemper, R. Nieuwenhuis, J. Versendaal, and L. Bijlsma …"
8,"S Šafranko, P Živković, A Stanković…","… Software for Colorimetric Determination of Concentration, To Facilitate Students' Investigation of Analytical Chemistry Concepts Using Digital Imaging Technology",2019,"Journal of chemical …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.8b00920","https://scholar.google.com/scholar?cites=5382534675620598117&as_sdt=2005&sciodt=0,5&hl=en",55,"2021-05-11 13:43:02","","","","",,,,,8,4.00,2,4,2,"This work combines laboratory quantitative analysis of colored solutions and common devices for digital imaging (digital or web cameras or mobile phones, ie, smartphones). ColorX software, specially designed for this study, was used for data collection and analysis …"
64,"T Dingsøyr, T Dybå","Team effectiveness in software development: Human and cooperative aspects in team effectiveness models and priorities for future studies",2012,"… -operative and human aspects of software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6223016/","https://scholar.google.com/scholar?cites=15070511023662246968&as_sdt=2005&sciodt=0,5&hl=en",56,"2021-05-11 13:43:02","","","","",,,,,64,7.11,32,2,9,"… NB Moe et al. / Information and Software Technology 52 (2010) 480–491 … 4, no. 1, pp. 3-38, Feb. 1951. [3] T. Dybå and T. Dingsøyr, “Empirical Studies of Agile Software Development: A Systematic Review,” Information and Software Technology, vol. 50, pp. 833-859, 2008 …"
93,"M Harman","The role of artificial intelligence in software engineering",2012,"… Workshop on Realizing AI Synergies in Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6227961/","https://scholar.google.com/scholar?cites=38506826621146649&as_sdt=2005&sciodt=0,5&hl=en",57,"2021-05-11 13:43:02","","","","",,,,,93,10.33,93,1,9,"… [13] M. Harman and BF Jones, “Search based software engineering,” Information and Software Technology, vol … [16] W. Afzal, R. Torkar, and R. Feldt, “A systematic review of search- based testing for non-functional system properties,” Information and Software Technology, vol …"
73,"M Höst, A Oručević-Alagić","A systematic review of research on open source software in commercial software product development",2011,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584910002259","https://scholar.google.com/scholar?cites=4033807188246140869&as_sdt=2005&sciodt=0,5&hl=en",58,"2021-05-11 13:43:02","","","","",,,,,73,7.30,37,2,10,"Context The popularity of the open source software development in the last decade, has brought about an increased interest from the industry on how to use open source components, participate in the open source community, build business models around this …"
106,"NT Ratrout, SM Rahman","A comparative analysis of currently used microscopic and macroscopic traffic simulation software",2009,"The Arabian Journal for Science and …","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.515.9736&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=1838191501042192222&as_sdt=2005&sciodt=0,5&hl=en",59,"2021-05-11 13:43:02","PDF","","","",,,,,106,8.83,53,2,12,"… Five driving forces contribute significantly in the advancement of traffic simulation: the advances in traffic theory; the continuing improvement in computer hardware and software technology; the development of the general information infrastructure; and the society's demand for …"
68,"R Popli, N Chauhan","Cost and effort estimation in agile software development",2014,"… optimization and information technology …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6798284/","https://scholar.google.com/scholar?cites=13827671572400034144&as_sdt=2005&sciodt=0,5&hl=en",60,"2021-05-11 13:43:02","","","","",,,,,68,9.71,34,2,7,"Projects that are over-budget, delivered late, and fall short of user's expectations have been a common problem are a for software development efforts for years. Agile methods, which represent an emerging set of software development methodologies based on the concepts …"
78,"A Shahrokni, R Feldt","A systematic review of software robustness",2013,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584912001048","https://scholar.google.com/scholar?cites=18107051520346757729&as_sdt=2005&sciodt=0,5&hl=en",61,"2021-05-11 13:43:02","","","","",,,,,78,9.75,39,2,8,"Context With the increased use of software for running key functions in modern society it is of utmost importance to understand software robustness and how to support it. Although there have been many contributions to the field there is a lack of a coherent and summary view …"
89,"P Sun, C Jiang","Analysis of workflow dynamic changes based on Petri net",2009,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584908000347","https://scholar.google.com/scholar?cites=5375350234061302979&as_sdt=2005&sciodt=0,5&hl=en",62,"2021-05-11 13:43:02","","","","",,,,,89,7.42,45,2,12,"Dynamic adaptability has become one of the major research topics in the area of workflow management system. When adjusting a workflow process to some structural changes, there is a potential problem: the new workflow may contain errors, such as deadlock …"
73,"S Misra, V Kumar, U Kumar, K Fantazy…","Agile software development practices: evolution, principles, and criticisms",2012,"International Journal of …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/02656711211272863/full/html","https://scholar.google.com/scholar?cites=14457151779839308043&as_sdt=2005&sciodt=0,5&hl=en",63,"2021-05-11 13:43:02","","","","",,,,,73,8.11,15,5,9,"… com/essays/proof.htm (accessed December). Balzer, R., Cheetham, TE and Green, C. (1983), “Software technology in the: using a new paradigm”, Computer, November, pp. 39‐45. Bengington, HD (1956), “Production of large …"
66,"MA Ramdhani, ER Wulan","The Analysis of Determinant Factors in Software Design for Computer Assisted Instruction",2012,"… Journal of Scientific and Technology …","digilib.uinsgd.ac.id","http://digilib.uinsgd.ac.id/5131/","https://scholar.google.com/scholar?cites=6335693534938518430&as_sdt=2005&sciodt=0,5&hl=en",64,"2021-05-11 13:43:02","","","","",,,,,66,7.33,33,2,9,"The purpose of this study is to identify the determinant factors in the formulation of human and computer interaction in software design for Computer Assisted Instruction (CAI). The methodology used is descriptive analysis toward determination of the determinant factors in …"
115,"CE Koh, VR Prybutok, SD Ryan, Y Wu","A model for mandatory use of software technologies: An integrative approach by applying multiple levels of abstraction of informing science.",2010,"Informing Science","inform.nu","http://inform.nu/Articles/Vol13/ISJv13p177-203Koh561.pdf","https://scholar.google.com/scholar?cites=2603508575617648467&as_sdt=2005&sciodt=0,5&hl=en",65,"2021-05-11 13:43:02","PDF","","","",,,,,115,10.45,29,4,11,"… and “[t]he deci- sion-making environment itself, including its sociology and politics” (E. Cohen, 2009, p. 6). Im- portant psychological factors that influence the use of software applications have been the focus of the Technology Adoption Model (TAM) and related research …"
76,"MI Babar, M Ramzan…","Challenges and future trends in software requirements prioritization",2011,"… and information technology","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6020888/","https://scholar.google.com/scholar?cites=6875288315519035995&as_sdt=2005&sciodt=0,5&hl=en",66,"2021-05-11 13:43:02","","","","",,,,,76,7.60,25,3,10,"The right requirements are considered as a part and parcel of software quality. Since the emergence of software engineering the perfect requirements have a deeper effect on the overall quality of software systems. This research paper is focusing on the shortcomings or …"
115,"N Nan, DE Harter","Impact of budget and schedule pressure on software development cycle time and effort",2009,"IEEE Transactions on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/4815275/","https://scholar.google.com/scholar?cites=2649517699222561364&as_sdt=2005&sciodt=0,5&hl=en",67,"2021-05-11 13:43:02","","","","",,,,,115,9.58,58,2,12,"… outcomes. With data collected on software projects from a $25 billion/year international technology firm, this study empirically tests the relationship between budget and schedule pressure and project performance. The data …"
60,"T Dingsøyr, D Smite","Managing knowledge in global software development projects",2013,"IT Professional","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6471710/","https://scholar.google.com/scholar?cites=2057617147199734181&as_sdt=2005&sciodt=0,5&hl=en",68,"2021-05-11 13:43:02","","","","",,,,,60,7.50,30,2,8,"… 7. A. Tiwana, “An Empirical Study of the Effect of Knowledge Integration on Software Development Projects,” Information and Software Technology, vol … Dingsøyr received his doctoral degree in software engineering from the Norwegian University of Science and Technology …"
61,"A Kasoju, K Petersen, MV Mäntylä","Analyzing an automotive testing process with evidence-based software engineering",2013,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584913000165","https://scholar.google.com/scholar?cites=5637657478724308093&as_sdt=2005&sciodt=0,5&hl=en",69,"2021-05-11 13:43:02","","","","",,,,,61,7.63,20,3,8,"Context Evidence-based software engineering (EBSE) provides a process for solving practical problems based on a rigorous research approach. The primary focus so far was on mapping and aggregating evidence through systematic reviews. Objectives We extend …"
