"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Industry–Academia Collaboration in Software Engineering","J. C. Carver; R. Prikladnicki",University of Alabama; Pontifical Catholic University,"IEEE Software","27 Sep 2018","2018","35","5","120","124","This article aims to encourage more industry-academia collaborations by highlighting examples of successful collaborations. Through these examples, the authors hope to help practitioners and researchers understand the breadth of options available for such interactions. This article is part of a theme issue on software engineering's 50th anniversary.","1937-4194","","10.1109/MS.2018.3571250","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8474518","software architecture;automatic bug assignment;software quality;requirements-based testing;industry–academia collaboration;software development;software engineering;Practitioners’ Digest","Software engineering;Computer science education;Collaboration","software engineering","software engineering;industry-academia collaboration","","1","","","","27 Sep 2018","","","IEEE","IEEE Magazines"
"Trends and Challenges for Software Engineering in the Mobile Domain","L. Baresi; W. G. Griswold; G. A. Lewis; M. Autili; I. Malavolta; C. Julien","Politecnico di Milano, Milano, Italy; Computer Science and Engineering, University of California, San Diego, La Jolla, California United States; Software Engineering Institute, Carnegie Mellon, Pittsburgh, Pennsylvania United States; University of L'Aquila, L'Aquila, Italy, Italy; Computer Science, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; Software Engineering, University of Texas at Austin, Austin, Texas United States","IEEE Software","23 Dec 2020","2021","38","1","88","96","Mobile computing is becoming a key aspect of our lives. This article builds on conversations held during the 2018 IEEE/ACM International Conference on Mobile Software Engineering and Systems, highlighting mobile computing's impact on software engineering practices, the transition from research to industry, and related areas.","1937-4194","","10.1109/MS.2020.2994306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9091517","Mobile computing;Software engineering;Android and beyond;Research and Industry","Software engineering;Smart phones;Software;Software tools;Mobile computing;Sensors","computer science education;mobile computing;software engineering","Mobile domain;Mobile Software Engineering;highlighting mobile computing;software engineering practices","","1","","20","IEEE","13 May 2020","","","IEEE","IEEE Magazines"
"Cognitive Biases in Software Engineering: A Systematic Mapping Study","R. Mohanani; I. Salman; B. Turhan; P. Rodríguez; P. Ralph","M3S Group, University of Oulu, Oulu, Finland; M3S Group, University of Oulu, Oulu, Finland; Faculty of Information Technology, Monash University, Clayton, VIC, Australia; M3S Group, University of Oulu, Oulu, Finland; Department of Computer Science, University of Auckland, Auckland, New Zealand","IEEE Transactions on Software Engineering","10 Dec 2020","2020","46","12","1318","1339","One source of software project challenges and failures is the systematic errors introduced by human cognitive biases. Although extensively explored in cognitive psychology, investigations concerning cognitive biases have only recently gained popularity in software engineering research. This paper therefore systematically maps, aggregates and synthesizes the literature on cognitive biases in software engineering to generate a comprehensive body of knowledge, understand state-of-the-art research and provide guidelines for future research and practise. Focusing on bias antecedents, effects and mitigation techniques, we identified 65 articles (published between 1990 and 2016), which investigate 37 cognitive biases. Despite strong and increasing interest, the results reveal a scarcity of research on mitigation techniques and poor theoretical foundations in understanding and interpreting cognitive biases. Although bias-related research has generated many new insights in the software engineering community, specific bias mitigation techniques are still needed for software professionals to overcome the deleterious effects of cognitive biases on their work.","1939-3520","","10.1109/TSE.2018.2877759","Oulun Yliopisto; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8506423","Antecedents of cognitive bias;cognitive bias;debiasing;effects of cognitive bias;software engineering;systematic mapping","Cognition;Software engineering;Software project management","cognition;psychology;software engineering","systematic mapping study;software project challenges;human cognitive biases;cognitive psychology;software engineering research;bias antecedents;software engineering community;specific bias mitigation techniques;systematic errors","","1","","109","IEEE","24 Oct 2018","","","IEEE","IEEE Journals"
"A Systematic Review of Interaction in Search-Based Software Engineering","A. Ramírez; J. R. Romero; C. L. Simons","Department of Computer Science and Numerical Analysis, University of Córdoba, Córdoba, Spain; Department of Computer Science and Numerical Analysis, University of Córdoba, Córdoba, Spain; Department of Computer Science and Creative Technologies, University of the West of England, Bristol, United Kingdom","IEEE Transactions on Software Engineering","26 Aug 2019","2019","45","8","760","781","Search-Based Software Engineering (SBSE) has been successfully applied to automate a wide range of software development activities. Nevertheless, in those software engineering problems where human evaluation and preference are crucial, such insights have proved difficult to characterize in search, and solutions might not look natural when that is the expectation. In an attempt to address this, an increasing number of researchers have reported the incorporation of the 'human-in-the-loop' during search and interactive SBSE has attracted significant attention recently. However, reported results are fragmented over different development phases, and a great variety of novel interactive approaches and algorithmic techniques have emerged. To better integrate these results, we have performed a systematic literature review of interactive SBSE. From a total of 669 papers, 26 primary studies were identified. To enable their analysis, we formulated a classification scheme focused on four crucial aspects of interactive search, i.e., the problem formulation, search technique, interactive approach, and the empirical framework. Our intention is that the classification scheme affords a methodological approach for interactive SBSE. Lastly, as well as providing a detailed cross analysis, we identify and discuss some open issues and potential future trends for the research community.","1939-3520","","10.1109/TSE.2018.2803055","Spanish Ministry of Economy and Competitiveness; Spanish Ministry of Education; FEDER; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8283568","Search-based software engineering;interaction;systematic literature review;optimization","Software;Software engineering;Search problems;Optimization;Systematics;Market research;Software metrics","interactive systems;reviews;search problems;software engineering","search-based software engineering;development phases;search technique;interactive search;systematic literature review;interactive approach;interactive SBSE;human evaluation;software engineering problems;software development activities","","12","","100","","6 Feb 2018","","","IEEE","IEEE Journals"
"A Survey on the Use of Computer Vision to Improve Software Engineering Tasks","M. Bajammal; A. Stocco; D. Mazinanian; A. Mesbah","Electrical and Computer Engineering, The University of British Columbia, 8166 Vancouver, British Columbia, Canada, (e-mail: bajammal@ece.ubc.ca); Department of Electrical and Computer Engineering, U. British Columbia, Vancouver, British Columbia, Canada, V6T 1Z4 (e-mail: andrea.stocco@usi.ch); Electrical and Computer Engineering, University of British Columbia Faculty of Applied Science, Vancouver, British Columbia, Canada, (e-mail: dmazinanian@ece.ubc.ca); Electrical and Computer Engineering, University of British Columbia, VANCOUVER, British Columbia, Canada, V6T1Z4 (e-mail: amesbah@ece.ubc.ca)","IEEE Transactions on Software Engineering","","2020","PP","99","1","1","Software engineering (SE) research has traditionally revolved around engineering the source code. However, novel approaches that analyze software through computer vision have been increasingly adopted in SE. These approaches allow analyzing the software from a different complementary perspective other than the source code, and they are used to either complement existing source code-based methods, or to overcome their limitations. The goal of this manuscript is to survey the use of computer vision techniques in SE with the aim of assessing their potential in advancing the field of SE research. We examined an extensive body of literature from top-tier SE venues, as well as venues from closely related fields (machine learning, computer vision, and human-computer interaction). Our inclusion criteria targeted papers applying computer vision techniques that address problems related to any area of SE. We collected an initial pool of 2,716 papers, from which we obtained 66 final relevant papers covering a variety of SE areas. We analyzed what computer vision techniques have been adopted or designed, for what reasons, how they are used, what benefits they provide, and how they are evaluated. Our findings highlight that visual approaches have been adopted in a wide variety of SE tasks, predominantly for effectively tackling software analysis and testing challenges in the web and mobile domains. The results also show a rapid growth trend of the use of computer vision techniques in SE research.","1939-3520","","10.1109/TSE.2020.3032986","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9237151","Computer Vision;Software Engineering;Survey","Testing;Visualization;Software engineering;Computer vision;Software;Task analysis;Graphical user interfaces","","","","1","","","","22 Oct 2020","","","IEEE","IEEE Early Access Articles"
"App Store Effects on Software Engineering Practices","A. A. Al-Subaihin; F. Sarro; S. Black; L. Capra; M. Harman","University College London, London, United Kingdom; University College London, London, United Kingdom; University College London, London, United Kingdom; University College London, London, United Kingdom; University College London, London, United Kingdom","IEEE Transactions on Software Engineering","11 Feb 2021","2021","47","2","300","319","In this paper, we study the app store as a phenomenon from the developers' perspective to investigate the extent to which app stores affect software engineering tasks. Through developer interviews and questionnaires, we uncover findings that highlight and quantify the effects of three high-level app store themes: bridging the gap between developers and users, increasing market transparency and affecting mobile release management. Our findings have implications for testing, requirements engineering and mining software repositories research fields. These findings can help guide future research in supporting mobile app developers through a deeper understanding of the app store-developer interaction.","1939-3520","","10.1109/TSE.2019.2891715","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8606261","Empirical software engineering;mobile app development;app store analysis","Software engineering;Software;Interviews;Data mining;Testing;Data collection;Business","data mining;formal specification;mobile computing;software engineering","app store effects;software engineering practices;software engineering tasks;developer interviews;high-level app store themes;market transparency;affecting mobile release management;requirements engineering;mining software repositories research fields;mobile app developers;app store-developer interaction","","5","","100","IEEE","9 Jan 2019","","","IEEE","IEEE Journals"
"A Procedure and Guidelines for Analyzing Groups of Software Engineering Replications","A. Santos; S. Vegas; M. Oivo; N. Juristo","M-Group, University of Oulu, Oulu, Oulu Finland (e-mail: Adrian.Santos.Parrilla@oulu.fi); Languajes, computer systems and software engineering, Universidad Politecnica de Madrid, Boadilla del Monte, Madrid Spain 28660 (e-mail: svegas@fi.upm.es); Department of Information Processing Science, University of Oulu, Oulu, Oulu Finland 90014 (e-mail: Markku.Oivo@oulu.fi); Escuela Técnica Superior de Ingenieros Informáticos, Universidad Politecnica de Madrid, Boadilla del Monte, Madrid Spain 28660 (e-mail: natalia@fi.upm.es)","IEEE Transactions on Software Engineering","","2019","PP","99","1","1","Context: Researchers from different groups and institutions are collaborating on building groups of experiments by means of replication (i.e., conducting groups of replications). Disparate aggregation techniques are being applied to analyze groups of replications. The application of unsuitable techniques to aggregate replication results may undermine the potential of groups of replications to provide in-depth insights from experiment results. Objectives: Provide an analysis procedure with a set of embedded guidelines to aggregate software engineering (SE) replication results. Method: We compare the characteristics of groups of replications for SE and other mature experimental disciplines such as medicine and pharmacology. In view of their differences, the limitations with regard to the joint data analysis of groups of SE replications and the guidelines provided in mature experimental disciplines to analyze groups of replications, we build an analysis procedure with a set of embedded guidelines specifically tailored to the analysis of groups of SE replications. We apply the proposed analysis procedure to a representative group of SE replications to illustrate its use. Results: All the information contained within the raw data should be leveraged during the aggregation of replication results. The analysis procedure that we propose encourages the use of stratified individual participant data and aggregated data in tandem to analyze groups of SE replications. Conclusion: The aggregation techniques used to analyze groups of replications should be justified in research articles. This will increase the reliability and transparency of joint results. The proposed guidelines should ease this endeavor.","1939-3520","","10.1109/TSE.2019.2935720","Ministerio de Ciencia, Innovación y Universidades; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8805425","Replication;Statistical Analysis;Aggregated Data;Individual Participant Data;Narrative Synthesis","Guidelines;Reliability;Aggregates;Buildings;Data analysis;Biological system modeling;Software engineering","","","","","","","","19 Aug 2019","","","IEEE","IEEE Early Access Articles"
"Software Engineering for Data Analytics","M. Kim","Computer Science, UCLA, Los Angeles, California United States","IEEE Software","19 Jun 2020","2020","37","4","36","42","We are at an inflection point where software engineering meets the data-centric world of big data, machine learning, and artificial intelligence. In this article, I summarize findings from studies of professional data scientists and discuss my perspectives on open research problems to improve data-centric software development.","1937-4194","","10.1109/MS.2020.2985775","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9056482","","Big Data;Software engineering;Data analysis;Debugging;Artificial intelligence;Software engineering;Software testing","Big Data;data analysis;learning (artificial intelligence);software engineering","inflection point;data analytics;software engineering;data-centric software development;professional data scientists;artificial intelligence;machine learning;Big Data","","1","","14","","3 Apr 2020","","","IEEE","IEEE Magazines"
"Applying Software Engineering Standards in Very Small Entities: From Startups to Grownups","C. Y. Laporte; M. Munoz; J. Mejia Miranda; R. V. O’Connor",École de technologie supérieure; Centro de Investigación en Matemáticas; Centro de Investigación en Matemáticas; Dublin City University,"IEEE Software","25 Dec 2017","2018","35","1","99","103","Very small entities (VSEs) are organizations with up to 25 people. The ISO/IEC 29110 series of standards and guides target VSEs with little or no experience or expertise in selecting the appropriate processes from lifecycle standards and tailoring them to a project's needs. This article gives an overview of ISO/IEC 29110, some examples of VSEs that have implemented it, and those implementations' results.","1937-4194","","10.1109/MS.2017.4541041","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8239934","software engineering standards;ISO/IEC 29110;very small entities;software engineering;software development;Invited Content","IEC Standards;ISO Standards;Software engineering;Software development;Standards organizations","IEC standards;ISO standards;software development management;software process improvement;software standards","startups;grownups;VSEs;organizations;experience;appropriate processes;lifecycle standards;software engineering standards;very small entities;ISO-IEC 29110 series","","6","","9","","25 Dec 2017","","","IEEE","IEEE Magazines"
"Impact of Affirmative Action on Female Computer Science/Software Engineering Undergraduate Enrollment","J. Simmonds; M. C. Bastarrica; N. Hitschfeld-Kahler","Computer Science, University of Chile, Santiago, 8370456, Chile; Computer Science, University of Chile, Santiago, 8370456, Chile; Computer Science, University of Chile, Santiago, 8370456, Chile","IEEE Software","15 Feb 2021","2021","38","2","32","37","Affirmative action in college admissions has been touted as a way to close the gender gap in science, technology, engineering, and mathematics programs. We report a study of one such program, where we discovered a positive effect on female enrollment and a smaller effect on a combined computer science and software engineering degree.","1937-4194","","10.1109/MS.2020.3044841","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9293108","","Software engineering;Market research;Conferences;STEM;Programming;Organizations","computer science education;educational courses;educational institutions;engineering education;further education;gender issues;software engineering","affirmative action;college admissions;gender gap;mathematics programs;female enrollment;combined computer science;software engineering degree","","","","15","IEEE","14 Dec 2020","","","IEEE","IEEE Magazines"
"Mining Treatment-Outcome Constructs from Sequential Software Engineering Data","M. Nayebi; G. Ruhe; T. Zimmermann","Ecole Polytechnique of Montreal, Montreal, QC, Canada; Software Engineering Decision Support Laboratory, University of Calgary, Calgary, AB, Canada; Microsoft Research, Redmond, WA, USA","IEEE Transactions on Software Engineering","11 Feb 2021","2021","47","2","393","411","Many investigations in empirical software engineering look at sequences of data resulting from development or management processes. In this paper, we propose an analytical approach called the Gandhi-Washington Method (GWM) to investigate the impact of recurring events in software projects. GWM takes an encoding of events and activities provided by a software analyst as input. It uses regular expressions to automatically condense and summarize information and infer treatments. Relating the treatments to the outcome through statistical tests, treatment-outcome constructs are automatically mined from the data. The output of GWM is a set of treatment-outcome constructs. Each treatment in the set of mined constructs is significantly different from the other treatments considering the impact on the outcome and/or is structurally different from other treatments considering the sequence of events. We describe GWM and classes of problems to which GWM can be applied. We demonstrate the applicability of this method for empirical studies on sequences of file editing, code ownership, and release cycle time.","1939-3520","","10.1109/TSE.2019.2892956","Natural Sciences and Engineering Research Council of Canada; Alberta Innovates - Technology Futures; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8620369","Pattern mining;mining software repositories;regular expressions;analytics;release cycle time patterns;code ownership","Software;Computer bugs;Encoding;Data mining;Software engineering;Testing;Itemsets","data mining;software engineering;statistical testing","sequential software engineering data;GWM;software projects;software analyst;Gandhi-Washington method;treatment-outcome constructs","","","","54","IEEE","20 Jan 2019","","","IEEE","IEEE Journals"
"Five Predictions for the Coming Decades of Software","M. Kersten",Tasktop,"IEEE Software","27 Sep 2018","2018","35","5","7","9","To help celebrate software engineering's 50th anniversary, department editor Mik Kersten considers how software engineering will evolve over the coming 50 years. His five predictions aren't intended to be precise; they aim to provide discussion topics for the shape of software engineering trends to come. This article is part of a theme issue on software engineering's 50th anniversary.","1937-4194","","10.1109/MS.2018.3571232","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8474514","Carlota Perez;artificial intelligence;AI;software engineering;software development;On DevOps","Technology forecasting;Software engineering","software engineering","software engineering trends;software engineering's 50th anniversary","","","","3","","27 Sep 2018","","","IEEE","IEEE Magazines"
"Empirical Software Engineering, Predictive Models, and Product Lines","J. C. Carver; E. Santana de Almeida; R. Capilla; L. Minku; M. Torchiano; A. Valdezate",University of Alabama; Federal University of Bahia; Rey Juan Carlos University of Madrid; University of Leicester; Politecnico di Torino; Ibermatica,"IEEE Software","4 May 2018","2018","35","3","8","11","This issue’s column reports on presentations at the 11th International Symposium on Empirical Software Engineering and Measurement, 13th International Conference on Predictive Models and Data Analytics in Software Engineering, and 21st International Systems and Software Product Line Conference.","1937-4194","","10.1109/MS.2018.2141018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8354421","11th International Symposium on Empirical Software Engineering and Measurement;13th International Conference on Predictive Models and Data Analytics in Software Engineering;21st International Systems and Software Product Line Conference;empirical software engineering;predictive models;data analytics;software product lines;product line engineering;developer productivity;issue resolution;agile development;microservices;software engineering;software development;Practitioners’ Digest","","","","","","","","","4 May 2018","","","IEEE","IEEE Magazines"
