Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
52,"M Wadhwa, N Sharma","Review of agile software development methodologies",2015,"Advances in Computer Science and Information …","","","https://scholar.google.com/scholar?cites=15794468321757499968&as_sdt=2005&sciodt=0,5&hl=en",396,"2021-05-11 13:03:30","CITATION","","","",,,,,52,8.67,26,2,6,""
110,"V Devedžić","Teaching agile software development: A case study",2010,"IEEE Transactions on Education","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5487434/","https://scholar.google.com/scholar?cites=10174520124315663024&as_sdt=2005&sciodt=0,5&hl=en",397,"2021-05-11 13:03:30","","","","",,,,,110,10.00,110,1,11,"… Abstract—This paper describes the authors' experience of teaching agile software development to students of computer science, software engineering, and other related disciplines, and comments on the implications of this and the lessons learned …"
86,"A Mittal, K Parkash, H Mittal","Software cost estimation using fuzzy logic",2010,"ACM SIGSOFT Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1668862.1668866","https://scholar.google.com/scholar?cites=3381011682127430369&as_sdt=2005&sciodt=0,5&hl=en",398,"2021-05-11 13:03:30","","","","",,,,,86,7.82,29,3,11,"Effective Software cost estimation is one of the most challenging and important activities in Software development. The software industry does not estimate projects well. In this paper we have represented size in KLOC as a Fuzzy number. A new model is presented using …"
93,"I Attarzadeh, SH Ow","Proposing a new software cost estimation model based on artificial neural networks",2010,"… Conference on Computer Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5485840/","https://scholar.google.com/scholar?cites=17991913530817893512&as_sdt=2005&sciodt=0,5&hl=en",399,"2021-05-11 13:03:30","","","","",,,,,93,8.45,47,2,11,"The precision of software project estimation such as project cost estimation, project quality estimation and project risk analysis are important issues in software project management. The ability to accurately estimate software development costs is required by the project …"
114,"U Kanewala, JM Bieman","Testing scientific software: A systematic literature review",2014,"Information and software technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584914001232","https://scholar.google.com/scholar?cites=13371647513961165938&as_sdt=2005&sciodt=0,5&hl=en",400,"2021-05-11 13:03:30","","","","",,,,,114,16.29,57,2,7,"… scientific software fall into two main categories: (1) testing challenges that occur due to characteristics of scientific software such as oracle problems and (2) testing challenges that occur due to cultural differences between scientists and the software engineering community such …"
73,"S Misra, V Kumar, U Kumar, K Fantazy…","Agile software development practices: evolution, principles, and criticisms",2012,"International Journal of …","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/02656711211272863/full/html","https://scholar.google.com/scholar?cites=14457151779839308043&as_sdt=2005&sciodt=0,5&hl=en",401,"2021-05-11 13:03:30","","","","",,,,,73,8.11,15,5,9,"… Abstract. Purpose. – Agile software development is an emerging approach in software engineering, initially proposed and promoted by a group of 17 software professionals who practice a set of “lightweight” methods, and share a common set of values of software development …"
39,"C Nimodia, HR Deshmukh","Android operating system",2012,"Software Engineering","search.proquest.com","https://search.proquest.com/openview/786cd56eed09c3945ce592d20aa30067/1.pdf?pq-origsite=gscholar&cbl=616561","https://scholar.google.com/scholar?cites=17772348068394948539&as_sdt=2005&sciodt=0,5&hl=en",402,"2021-05-11 13:03:30","","","","",,,,,39,4.33,20,2,9,"In the next level there are a set of native libraries written in C/C++, which are responsible for stable performance of various compo-nents. For example, Surface Manager is responsible for compos-ing different drawing surfaces on the mobile screen. It manages the access for …"
50,"JG Rivera-Ibarra, J Rodríguez-Jacobo…","Competency framework for software engineers",2010,"… Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5463616/","https://scholar.google.com/scholar?cites=17392887848651250980&as_sdt=2005&sciodt=0,5&hl=en",403,"2021-05-11 13:03:30","","","","",,,,,50,4.55,17,3,11,"One of the main concerns of the software industry is to develop the talent of its human resources, since the quality and innovation of its products and services depend to a great extent on the knowledge, the ability and the talent that software engineers apply in the …"
76,"MI Babar, M Ramzan…","Challenges and future trends in software requirements prioritization",2011,"International conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6020888/","https://scholar.google.com/scholar?cites=6875288315519035995&as_sdt=2005&sciodt=0,5&hl=en",404,"2021-05-11 13:03:30","","","","",,,,,76,7.60,25,3,10,"… Muhammad Imran Babar', Muhammad Rarnzan2, Shahbaz AK Gha 1 Department of Software Engineering, International Islamic University, Islamabad Pakistan 2University Institute of mation Technology, University of Arid Agriculture, Rawalpindi Pakistan Imimranbabar …"
58,"A McNamara, J Smith, E Murphy-Hill","Does ACM's code of ethics change ethical decision making in software development?",2018,"… european software engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3236024.3264833","https://scholar.google.com/scholar?cites=3712345537726371043&as_sdt=2005&sciodt=0,5&hl=en",405,"2021-05-11 13:03:30","","","","",,,,,58,19.33,19,3,3,"Ethical decisions in software development can substantially impact end-users, organizations, and our environment, as is evidenced by recent ethics scandals in the news. Organizations, like the ACM, publish codes of ethics to guide software-related ethical …"
93,"MA Babar, L Chen, F Shull","Managing variability in software product lines",2010,"IEEE software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5452151/","https://scholar.google.com/scholar?cites=780618054818808497&as_sdt=2005&sciodt=0,5&hl=en",406,"2021-05-11 13:03:30","","","","",,,,,93,8.45,31,3,11,"… Editor: Forrest Shull ■ Fraunhofer Center for Experimental Software Engineering, Maryland ■ fshull@fc-md.umd.edu … He's currently professor of software engineering at the University of British Columbia, Vancouver, Canada, after retiring from a 33+ year career in industry …"
59,"G Gousios, D Spinellis","Alitheia core: An extensible software quality monitoring platform",2009,"… Conference on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5070560/","https://scholar.google.com/scholar?cites=17756292301188379655&as_sdt=2005&sciodt=0,5&hl=en",407,"2021-05-11 13:03:30","","","","",,,,,59,4.92,30,2,12,"Research in the fields of software quality and maintainability requires the analysis of large quantities of data, which often originate from open source software projects. Pre-processing data, calculating metrics, and synthesizing composite results from a large corpus of project …"
56,"P Kruchten","Software architecture and agile software development: a clash of two cultures?",2010,"… International Conference on Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1810295.1810448","https://scholar.google.com/scholar?cites=16851446068391538548&as_sdt=2005&sciodt=0,5&hl=en",408,"2021-05-11 13:03:30","","","","",,,,,56,5.09,56,1,11,"Software architecture is taking a bad rap with the agilists---proponents of agile and lean software development approaches:"" BUFD big up-front design"","" YAGNI You Ain't Gonna Need It"","" massive documentation"","" smells of waterfall"", it is pictured as a typical non-agile …"
72,"AB Marques, R Rodrigues…","Systematic literature reviews in distributed software development: A tertiary study",2012,"… Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6337350/","https://scholar.google.com/scholar?cites=3002113149129745763&as_sdt=2005&sciodt=0,5&hl=en",409,"2021-05-11 13:03:30","","","","",,,,,72,8.00,24,3,9,"Distributed Software Development (DSD) emerged from the need to achieve geographically distant customers and currently, allows organizations have global customers and other benefits. This scenario has given rise to new Software Engineering challenges resulting …"
74,"A Fabijan, HH Olsson, J Bosch","Customer feedback and data collection techniques in software R&D: a literature review",2015,"International Conference of Software …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-19593-3_12","https://scholar.google.com/scholar?cites=10557424210422717117&as_sdt=2005&sciodt=0,5&hl=en",410,"2021-05-11 13:03:30","","","","",,,,,74,12.33,25,3,6,"… characteristics. The purpose of this literature review is to provide an overview of current software engineering research in this area and to better understand the different techniques that are used for collecting customer feedback …"
73,"CO Melo, V Santos, E Katayama, H Corbucci…","The evolution of agile software development in Brazil",2013,"Journal of the Brazilian …","Springer","https://link.springer.com/article/10.1007/s13173-013-0114-x","https://scholar.google.com/scholar?cites=16489834133667947691&as_sdt=2005&sciodt=0,5&hl=en",411,"2021-05-11 13:03:30","HTML","","","",,,,,73,9.13,15,5,8,"… Agile methods have also had an impact on software engineering education with universities adapting their courses to accommodate this new form of software development. Software engineering research has tried to evaluate …"
120,"T Dingsøyr, C Lassenius","Emerging themes in agile software development: Introduction to the special section on continuous value delivery",2016,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584916300829","https://scholar.google.com/scholar?cites=1033228863260409813&as_sdt=2005&sciodt=0,5&hl=en",412,"2021-05-11 13:03:30","HTML","","","",,,,,120,24.00,60,2,5,"… Keywords. Agile software development. Software process improvement. Value-based software engineering. Requirements engineering. Continuous deployment. Lean startup. Scrum. Extreme programming … Also in software engineering, there has been a history of discussing value …"
52,"J Dhlamini, I Nhamu, A Kaihepa","Intelligent risk management tools for software development",2009,"… of the 2009 Annual Conference of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1562741.1562745","https://scholar.google.com/scholar?cites=11928932122726320626&as_sdt=2005&sciodt=0,5&hl=en",413,"2021-05-11 13:03:30","","","","",,,,,52,4.33,17,3,12,"… applications. Software tools can be very simple and lightweight, eg linkers, or very large and complex, eg computer-assisted software engineering ( CASE ) tools and integrated develop- ment environments ( IDEs ). Some tools …"
119,"MS Zanetti, I Scholtes, CJ Tessone…","Categorizing bugs with social networks: a case study on four open source software communities",2013,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6606653/","https://scholar.google.com/scholar?cites=11391905316405866072&as_sdt=2005&sciodt=0,5&hl=en",414,"2021-05-11 13:03:30","","","","",,,,,119,14.88,30,4,8,"Efficient bug triaging procedures are an important precondition for successful collaborative software engineering projects. Triaging bugs can become a laborious task particularly in open source software (OSS) projects with a large base of comparably inexperienced part …"
37,"KK Lau, FM Taweel, CM Tran","The W model for component-based software development",2011,"… on Software Engineering and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6068321/","https://scholar.google.com/scholar?cites=8991599114869046059&as_sdt=2005&sciodt=0,5&hl=en",415,"2021-05-11 13:03:30","","","","",,,,,37,3.70,12,3,10,"For general (modular) system development with verification and validation (V&V), the V Model is the industrial standard. For component-based development, there is a well-understood standard process, but it does not specifically address V&V. In this paper, we …"
6,"WW Schilling Jr, MJ Sebern","Teaching software engineering: An active learning approach",2012,"Computer Graphics","coed.asee.org","https://coed.asee.org/wp-content/uploads/2020/08/2-Teaching-Software-Engineering-An-Active-Learning-Approach.pdf","https://scholar.google.com/scholar?cites=16813452437240087375&as_sdt=2005&sciodt=0,5&hl=en",416,"2021-05-11 13:03:30","PDF","","","",,,,,6,0.67,3,2,9,"Software Engineering is a core component of many computer engineering programs. In software engineering courses, students are taught to apply their programming and development skills to solve a larger scale problem. The resolution of this problem involves …"
57,"SM Easterbrook","Climate change: a grand software challenge",2010,"… FSE/SDP workshop on Future of software engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1882362.1882383","https://scholar.google.com/scholar?cites=11756815371478517280&as_sdt=2005&sciodt=0,5&hl=en",417,"2021-05-11 13:03:30","","","","",,,,,57,5.18,57,1,11,"Software is a critical enabling technology in nearly all aspects of climate change, from the computational models used by climate scientists to improve our understanding of the impact of human activities on earth systems, through to the information and control systems needed …"
73,"M Aasem, M Ramzan, A Jaffar","Analysis and optimization of software requirements prioritization techniques",2010,"2010 International Conference …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5625687/","https://scholar.google.com/scholar?cites=4964934254857163867&as_sdt=2005&sciodt=0,5&hl=en",418,"2021-05-11 13:03:30","","","","",,,,,73,6.64,24,3,11,"… Prioritization is also a useful activity for decision making in other phases of software engineering like development, testing, and implementation … Theory W is a major constituent of Value Based Software Engineering (VBSE) agenda and principle as well. III …"
90,"G Xu, N Mitchell, M Arnold, A Rountev…","Software bloat analysis: Finding, removing, and preventing performance problems in modern large-scale object-oriented applications",2010,"… of software engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1882362.1882448","https://scholar.google.com/scholar?cites=2005562337665335267&as_sdt=2005&sciodt=0,5&hl=en",419,"2021-05-11 13:03:30","","","","",,,,,90,8.18,18,5,11,"Generally believed to be a problem belonging to the compiler and architecture communities, performance optimization has rarely gained attention in mainstream software engineering research. However, due to the proliferation of large-scale object-oriented software designed …"
67,"J Taina","Good, bad, and beautiful software-In search of green software quality factors",2011,"Cepis Upgrade","academia.edu","https://www.academia.edu/download/31097008/FULL_2011_42.pdf#page=23","https://scholar.google.com/scholar?cites=8636808158043879382&as_sdt=2005&sciodt=0,5&hl=en",420,"2021-05-11 13:03:30","PDF","","","",,,,,67,6.70,67,1,10,"Page 23. 22 CEPIS UPGRADE Vol. XII, No. 4, October 2011© Novática Green ICT: Trends and Challenges Keywords: Green Metrics, Green Software, Software Engineering for the Planet … He is an experienced teacher and researcher in software engineering …"
35,"S Shekhar, U Kumar","Review of various software cost estimation techniques",2016,"International Journal of Computer …","researchgate.net","https://www.researchgate.net/profile/Jumoke_Soyemi/post/Which_are_the_favourite_estimation_techniques_of_software_development_used_by_different_companies/attachment/59d64fb679197b80779a8c8b/AS:499311387840512@1496056519501/download/Paper.pdf","https://scholar.google.com/scholar?cites=14339163172710912533&as_sdt=2005&sciodt=0,5&hl=en",421,"2021-05-11 13:03:30","PDF","","","",,,,,35,7.00,18,2,5,"… One of the toughest works is cost estimation, in the field of software engineering. It is the estimation of total cost required in developing software. Researchers have proposed various methods of cost estimation … General Terms Software Engineering: Software Cost Estimation …"
93,"T Wang, W Li","Naive bayes software defect prediction model",2010,"… Intelligence and Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5677057/","https://scholar.google.com/scholar?cites=10559722861107887209&as_sdt=2005&sciodt=0,5&hl=en",422,"2021-05-11 13:03:30","","","","",,,,,93,8.45,47,2,11,"Although the value of using static code attributes to learn defect predictor has been widely debated, there is no doubt that software defect predictions can effectively improve software quality and testing efficiency. Many data mining methods have already been introduced into …"
51,"D Hook, D Kelly","Testing for trustworthiness in scientific software",2009,"… ICSE Workshop on Software Engineering for …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5069163/","https://scholar.google.com/scholar?cites=9959381250960735693&as_sdt=2005&sciodt=0,5&hl=en",423,"2021-05-11 13:03:30","","","","",,,,,51,4.25,26,2,12,"Two factors contribute to the difficulty of testing scientific software. One is the lack of testing oracles-a means of comparing software output to expected and correct results. The second is the large number of tests required when following any standard testing technique …"
77,"M Ortu, A Murgia, G Destefanis…","The emotional side of software developers in JIRA",2016,"… on Mining Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7832930/","https://scholar.google.com/scholar?cites=11772367138596033749&as_sdt=2005&sciodt=0,5&hl=en",424,"2021-05-11 13:03:30","","","","",,,,,77,15.40,19,4,5,"… Recently, the software engineering community started to closely investigate the role of affects in software development [11, 12, 14, 19, 22] … 3. RESEARCH OPPORTUNITIES Recently, researchers started to investigate the role of af- fects in software engineering …"
104,"R Colomo-Palacios, C Casado-Lumbreras…","Competence gaps in software personnel: A multi-organizational study",2013,"Computers in Human …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0747563212001252","https://scholar.google.com/scholar?cites=3166362394938728895&as_sdt=2005&sciodt=0,5&hl=en",425,"2021-05-11 13:03:30","","","","",,,,,104,13.00,35,3,8,"… Highlights. ► A career ladder for software engineering professionals is introduced … Previous article in issue; Next article in issue. Keywords. Competence gaps. Software workers. Career ladder. Software engineering. 1. Introduction …"
48,"D Graziotin, F Fagerholm, X Wang…","On the unhappiness of software developers",2017,"… in software engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3084226.3084242","https://scholar.google.com/scholar?cites=17612915609691478938&as_sdt=2005&sciodt=0,5&hl=en",426,"2021-05-11 13:03:30","","","","",,,,,48,12.00,12,4,4,"The happy-productive worker thesis states that happy workers are more productive. Recent research in software engineering supports the thesis, and the ideal of flourishing happiness among software developers is often expressed among industry practitioners. However, the …"
46,"J Zeng, HL Sun, XD Liu, T Deng, J Huai","Dynamic evolution mechanism for trustworthy software based on service composition",2010,"Journal of Software","en.cnki.com.cn","https://en.cnki.com.cn/Article_en/CJFDTotal-RJXB201002012.htm","https://scholar.google.com/scholar?cites=16039282665686951415&as_sdt=2005&sciodt=0,5&hl=en",427,"2021-05-11 13:03:30","","","","",,,,,46,4.18,9,5,11,"… Chinese Journal Full-text Database, 3 Hits. 1, CHEN Huo-wang,WANG Ji,Dong Wei (School of Computer,National University of Defense Technology,Changsha,Hunan 410073,China);High Confidence Software Engineering Technologies[J];Acta Electronica Sinica;2003-S1 …"
36,"N Esfahani, K Razavi, S Malek","Dealing with uncertainty in early software architecture",2012,"… Foundations of Software Engineering","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2393596.2393621","https://scholar.google.com/scholar?cites=5233660782638192563&as_sdt=2005&sciodt=0,5&hl=en",428,"2021-05-11 13:03:30","","","","",,,,,36,4.00,12,3,9,"Changing early architectural decisions of a system is both difficult and costly. It is very important for the architect to get them"" right"". However, in early design, the architect is often forced to make these decisions under uncertainty, ie, not knowing the precise impact of …"
51,"L Pirzadeh","Human factors in software development: a systematic literature review",2010,"","odr.chalmers.se","https://odr.chalmers.se/handle/20.500.12380/126748","https://scholar.google.com/scholar?cites=15737546004029210313&as_sdt=2005&sciodt=0,5&hl=en",429,"2021-05-11 13:03:30","","","","",,,,,51,4.64,51,1,11,"… The selected papers were classified and analyzed according to software development phases, software engineering management, human roles and level of human factors focus … This method has been used to conduct the current SLR in Software Engineering …"
126,"F Calefato, F Lanubile, F Maiorano…","Sentiment polarity detection for software development",2018,"… Software Engineering","Springer","https://link.springer.com/article/10.1007/s10664-017-9546-9","https://scholar.google.com/scholar?cites=1292165211144018905&as_sdt=2005&sciodt=0,5&hl=en",430,"2021-05-11 13:03:30","","","","",,,,,126,42.00,32,4,3,"The role of sentiment analysis is increasingly emerging to study software developers' emotions by mining crowd-generated content within social software engineering tools. However, off-the-shelf sentiment analysis tools have been trained on non-technical domains …"
112,"A Trendowicz, R Jeffery","Software project effort estimation",2014,"Foundations and Best Practice Guidelines for …","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-03629-8.pdf","https://scholar.google.com/scholar?cites=9403908246430671182&as_sdt=2005&sciodt=0,5&hl=en",431,"2021-05-11 13:03:30","","","","",,,,,112,16.00,56,2,7,"… Adam Trendowicz Fraunhofer Institute for Experimental Software Engineering Kaiserslautern Germany Ross Jeffery The University of New South Wales Sydney New South Wales Australia ISBN 978-3-319-03628-1 ISBN 978-3-319-03629-8 (eBook) DOI 10.1007/978-3-319 …"
68,"F Ciccozzi, I Crnkovic, D Di Ruscio, I Malavolta…","Model-driven engineering for mission-critical iot systems",2017,"… software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7819388/","https://scholar.google.com/scholar?cites=17233351135867220763&as_sdt=2005&sciodt=0,5&hl=en",432,"2021-05-11 13:03:30","","","","",,,,,68,17.00,14,5,4,"Mission-critical Internet of Things (MC-IoT) systems involve heterogeneous things from both the digital and physical worlds. They run applications whose failure might cause significant and possibly dramatic consequences, such as interruption of public services, significant …"
45,"PC Pendharkar","Probabilistic estimation of software size and effort",2010,"Expert Systems with Applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417409010276","https://scholar.google.com/scholar?cites=8340080382715908028&as_sdt=2005&sciodt=0,5&hl=en",433,"2021-05-11 13:03:30","","","","",,,,,45,4.09,45,1,11,"… Previous article in issue; Next article in issue. Keywords. Probabilistic neural networks. Probabilistic forecasting. Software engineering. 1. Introduction … 4. Real-world software engineering datasets and experimental design. We use two real-world datasets in our study …"
22,"MK Sharma","A study of SDLC to develop well engineered software.",2017,"International Journal of Advanced Research in …","search.ebscohost.com","http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09765697&AN=122961274&h=MbGMnWE6wUH4oqJ%2B8fjwM7xKf6rbSwn0cFnEJ1aIgsroZormWEUn7lv7b5aOX1zZiu79ooSGJbL8QqtkIhUwCA%3D%3D&crl=c","https://scholar.google.com/scholar?cites=5714972304323391244&as_sdt=2005&sciodt=0,5&hl=en",434,"2021-05-11 13:03:30","","","","",,,,,22,5.50,22,1,4,"… India Abstract: Software Development Life Cycle (SDLC) is an important concept used in software engineering to describe a procedure for planning, creating, coding, testing and implementation of user requirement specification …"
40,"S Tai, J Nimis, A Lenk, M Klems","Cloud service engineering",2010,"… on Software Engineering","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6062255/","https://scholar.google.com/scholar?cites=13186151348912060686&as_sdt=2005&sciodt=0,5&hl=en",435,"2021-05-11 13:03:30","","","","",,,,,40,3.64,10,4,11,"Building on compute and storage virtualization, Cloud Computing provides scalable, network-centric, abstracted IT infrastructure, platforms, and applications as on-demand services that are billed by consumption. Cloud Service Engineering is the application of a …"
60,"M Al-Zewairi, M Biltawi, W Etaiwi, A Shaout","Agile software development methodologies: survey of surveys",2017,"Journal of Computer and …","scirp.org","https://www.scirp.org/html/7-1730338_75114.htm","https://scholar.google.com/scholar?cites=17964005388541016495&as_sdt=2005&sciodt=0,5&hl=en",436,"2021-05-11 13:03:30","HTML","","","",,,,,60,15.00,15,4,4,"… ABSTRACT. Agile software design and development methodologies have been gaining rigorous attention in the software engineering research community since their early introduction in the mid-nineties in addition to being highly adopted by the software development industry …"
43,"G Bavota","Mining unstructured data in software repositories: Current and future trends",2016,"… IEEE 23rd International Conference on Software …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7476768/","https://scholar.google.com/scholar?cites=1308454710641909025&as_sdt=2005&sciodt=0,5&hl=en",437,"2021-05-11 13:03:30","","","","",,,,,43,8.60,43,1,5,"… Abstract—The amount of unstructured data available to software engineering researchers in versioning systems, issue trackers, achieved communications, and many other repositories is continuously growing over time. The …"
65,"J Moreno-León, G Robles…","Comparing computational thinking development assessment scores with software complexity metrics",2016,"… global engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7474681/","https://scholar.google.com/scholar?cites=563690798369633944&as_sdt=2005&sciodt=0,5&hl=en",438,"2021-05-11 13:03:30","","","","",,,,,65,13.00,22,3,5,"The development of computational thinking skills through computer programming is a major topic in education, as governments around the world are introducing these skills in the school curriculum. In consequence, educators and students are facing this discipline for the …"
41,"S Dalal, RS Chhillar","Case studies of most common and severe types of software system failure",2012,"… in Computer Science and Software Engineering","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1073.5008&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=17280056791754662064&as_sdt=2005&sciodt=0,5&hl=en",439,"2021-05-11 13:03:30","PDF","","","",,,,,41,4.56,21,2,9,"Today software system is an integral part of each and every business model, be it core product manufacturing, banking, healthcare, insurance, aviation, hospitality, social networking, shopping, e-commerce, education or any other domain. If any business has to …"
62,"I do Carmo Machado, JD McGregor…","Strategies for testing products in software product lines",2012,"… Software Engineering …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2382756.2382783","https://scholar.google.com/scholar?cites=82476623918313147&as_sdt=2005&sciodt=0,5&hl=en",440,"2021-05-11 13:03:30","","","","",,,,,62,6.89,21,3,9,"The software product line engineering strategy enables the achievement of significant improvements in quality through reuse of carefully crafted software assets across multiple products. However, high levels of quality in the software product line assets, which are used …"
64,"J Keung","Software development cost estimation using analogy: a review",2009,"2009 Australian Software Engineering Conference","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5076655/","https://scholar.google.com/scholar?cites=6415516270722640394&as_sdt=2005&sciodt=0,5&hl=en",441,"2021-05-11 13:03:30","","","","",,,,,64,5.33,64,1,12,"Software project managers require reliable methods for estimating software project costs, and it is especially important at the early stage of software cycle. Analogy for software cost estimation has been considered as a suitable alternative to regression-based estimation …"
70,"K Fu","Trustworthy medical device software",2011,"Public Health Effectiveness of the FDA","css.csail.mit.edu","http://css.csail.mit.edu/6.858/2014/readings/medical-sw.pdf","https://scholar.google.com/scholar?cites=18011663672870324559&as_sdt=2005&sciodt=0,5&hl=en",442,"2021-05-11 13:03:30","PDF","","","",,,,,70,7.00,70,1,10,"… This report draws upon material from research in software engineering and trustworthy computing, public FDA data, and accident reports to provide a high-level understanding of the issues surrounding the risks and benefits of medical device software. 1 Introduction …"
47,"A Tang","Software designers, are you biased?",2011,"Proceedings of the 6th international workshop on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1988676.1988678","https://scholar.google.com/scholar?cites=3240152133440854233&as_sdt=2005&sciodt=0,5&hl=en",443,"2021-05-11 13:03:30","","","","",,,,,47,4.70,47,1,10,"… Are these software engineering methods sufficient to help designers make logical and appropriate design decisions … The software engineering community has recognized that decision making is a key element in designing quality software …"
107,"KN Rao, GK Naidu, P Chakka","A study of the Agile software development methods, applicability and implications in industry",2011,"… Journal of Software Engineering and …","academia.edu","https://www.academia.edu/download/7785353/4.pdf","https://scholar.google.com/scholar?cites=123565242998833253&as_sdt=2005&sciodt=0,5&hl=en",444,"2021-05-11 13:03:30","PDF","","","",,,,,107,10.70,36,3,10,"There has been a tremendous importance in the field of agile software development approaches in the recent past. This is because of the fastness that agile approaches bring in the life cycle of software development. This interest in the field shows that there are benefits …"
73,"M Höst, A Oručević-Alagić","A systematic review of research on open source software in commercial software product development",2011,"Information and Software Technology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0950584910002259","https://scholar.google.com/scholar?cites=4033807188246140869&as_sdt=2005&sciodt=0,5&hl=en",445,"2021-05-11 13:03:30","","","","",,,,,73,7.30,37,2,10,"… Previous article in issue; Next article in issue. Keywords. Open source software. Proprietary. Commercial. Component based software engineering. Business models. 1. Introduction … 4.4.4. Open source as part of component based software engineering …"
85,"J Cunha, JP Fernandes, J Mendes…","MDSheet: A framework for model-driven spreadsheet engineering",2012,"… Software Engineering …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6227239/","https://scholar.google.com/scholar?cites=8631653471237121049&as_sdt=2005&sciodt=0,5&hl=en",446,"2021-05-11 13:03:30","","","","",,,,,85,9.44,21,4,9,"I. INTRODUCTION Spreadsheets are widely used by non-professional pro- grammers, the so-called end users, to develop business applications. Spreadsheet systems offer end users a high level of flexibility, making it easier to get started working with them. This freedom …"
117,"E Erturk, EA Sezer","A comparison of some soft computing methods for software fault prediction",2015,"Expert systems with applications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0957417414006496","https://scholar.google.com/scholar?cites=2934872417777508652&as_sdt=2005&sciodt=0,5&hl=en",447,"2021-05-11 13:03:30","","","","",,,,,117,19.50,59,2,6,"… Data used in this study are collected from the PROMISE Software Engineering Repository, and McCabe metrics are selected because they comprehensively address the programming effort. ROC-AUC is used as a performance measure …"
81,"I Gorton, J Klein","Distribution, data, deployment: Software architecture convergence in big data systems",2014,"IEEE Software","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6774768/","https://scholar.google.com/scholar?cites=17430768503074963614&as_sdt=2005&sciodt=0,5&hl=en",448,"2021-05-11 13:03:30","","","","",,,,,81,11.57,41,2,7,"… Systems Ian Gorton, John Klein Architecture Practices, Software Solutions Division, Carnegie Mellon Software Engineering Institute 4500 Fifth Ave, Pittsburgh PA 15213, USA Email {igorton, jklein}@sei.cmu.edu Digital Object …"
64,"T Mens, M Goeminne","Analysing the evolution of social aspects of open source software ecosystems.",2011,"IWSECO@ ICSOB","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.415.2460&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=18336871281295219247&as_sdt=2005&sciodt=0,5&hl=en",449,"2021-05-11 13:03:30","PDF","","","",,,,,64,6.40,32,2,10,"… Abstract. Empirical software engineering is concerned with statistical studies that aim to understand and improve certain aspects of the soft- ware development process. Many of these focus on the evolution and maintenance of evolving software projects …"
